Date,Average Days on Market,Average Percent of Last List Price,Average Percent of Last Original Price,Average Price Per Square Foot,Average Sales Price,Closed Sales,Homes for Sale,Median Days on Market,Median Percent of Last List Price,Median Percent of Last Original Price,Median Price Per Square Foot,Median Sales Price,Months Supply of Inventory (Closed),Months Supply of Inventory (Pending),New Listings,Pending Sales
2022-05-01,17.0,1.071,1.065,674.0,1200521.0,359.0,116.0,6.0,1.035,1.034,655.0,977500.0,0.9,1.0,474.0,363.0
2022-06-01,12.0,1.06,1.052,673.0,1232624.0,362.0,164.0,6.0,1.02,1.018,665.0,1045000.0,1.4,1.4,548.0,338.0
2022-07-01,11.0,1.035,1.027,661.0,1296151.0,333.0,198.0,6.0,1.0,1.0,656.0,1100000.0,1.7,1.8,542.0,314.0
2022-08-01,13.0,1.012,1.002,653.0,1295828.0,296.0,223.0,6.0,1.0,1.0,652.0,1035000.0,2.0,2.2,497.0,262.0
2022-09-01,17.0,0.995,0.983,627.0,1236238.0,258.0,229.0,9.0,1.0,0.994,620.0,999000.0,2.2,2.3,453.0,242.0
2022-10-01,22.0,0.988,0.975,611.0,1148110.0,245.0,227.0,11.0,0.994,0.987,609.0,950000.0,2.3,2.4,417.0,224.0
2022-11-01,26.0,0.984,0.967,598.0,1115197.0,221.0,216.0,14.0,0.99,0.982,592.0,1023500.0,2.3,2.4,367.0,195.0
2022-12-01,29.0,0.976,0.957,587.0,1072589.0,193.0,177.0,16.0,0.981,0.975,584.0,1015000.0,1.9,2.0,227.0,163.0
2023-01-01,35.0,0.972,0.95,585.0,1056168.0,159.0,146.0,25.0,0.976,0.959,580.0,970000.0,1.6,1.7,181.0,141.0
2023-02-01,39.0,0.979,0.958,579.0,1008508.0,138.0,120.0,26.0,0.978,0.959,581.0,911250.0,1.4,1.4,181.0,175.0
2023-03-01,39.0,0.986,0.967,585.0,1052870.0,171.0,120.0,23.0,0.987,0.975,592.0,925000.0,1.4,1.5,251.0,199.0
2023-04-01,37.0,0.994,0.979,608.0,1071651.0,206.0,123.0,13.0,0.996,0.986,602.0,920551.0,1.5,1.6,279.0,221.0
2023-05-01,33.0,0.994,0.981,630.0,1118578.0,239.0,133.0,11.0,1.0,0.988,610.0,965000.0,1.7,1.8,332.0,240.0
2023-06-01,30.0,1.001,0.988,637.0,1139983.0,248.0,146.0,9.0,1.0,0.999,611.0,967500.0,2.0,2.0,348.0,233.0
2023-07-01,27.0,1.002,0.989,630.0,1180295.0,231.0,158.0,8.0,1.0,1.0,607.0,1055000.0,2.2,2.2,350.0,238.0
2023-08-01,26.0,0.999,0.987,626.0,1191977.0,230.0,165.0,8.0,1.0,0.996,609.0,1047500.0,2.3,2.4,327.0,224.0
2023-09-01,29.0,0.992,0.983,628.0,1122738.0,220.0,173.0,10.0,1.0,0.987,623.0,962500.0,2.5,2.5,342.0,224.0
2023-10-01,29.0,0.99,0.981,624.0,1090119.0,231.0,180.0,13.0,0.992,0.984,613.0,935000.0,2.6,2.6,343.0,211.0
2023-11-01,30.0,0.99,0.981,615.0,1064959.0,199.0,185.0,14.0,0.993,0.981,606.0,935000.0,2.7,2.7,296.0,161.0
2023-12-01,28.0,0.99,0.977,593.0,1132987.0,160.0,163.0,15.0,0.996,0.981,583.0,997475.0,2.4,2.4,189.0,145.0
2024-01-01,37.0,0.987,0.966,580.0,1077080.0,129.0,136.0,20.0,0.989,0.97,569.0,979000.0,2.0,2.0,169.0,154.0
2024-02-01,44.0,0.992,0.974,589.0,1138508.0,161.0,120.0,19.0,0.989,0.982,571.0,959000.0,1.8,1.8,211.0,184.0
2024-03-01,42.0,0.995,0.981,613.0,1164264.0,184.0,132.0,13.0,0.991,0.987,592.0,984500.0,1.9,1.9,317.0,211.0
2024-04-01,32.0,0.999,0.992,628.0,1220721.0,216.0,162.0,8.0,1.0,1.0,615.0,1107500.0,2.4,2.3,411.0,247.0
2024-05-01,21.0,1.004,0.996,632.0,1231010.0,248.0,195.0,7.0,1.0,1.0,621.0,1150000.0,2.8,2.8,462.0,275.0
2024-06-01,22.0,1.006,1.002,633.0,1207767.0,265.0,233.0,7.0,1.0,1.0,634.0,1049000.0,3.4,3.3,483.0,264.0
